Frequency (Hz),Channel 2 Magnitude (X),Channel 2 Phase (deg)
500.0000000000009,0.003463342170461575,79.3253323461572
510.7097208762207,0.003545203771757642,79.68777251364634
521.6488379949326,0.003635671235815941,79.92834186669501
532.822264895593,0.00368331331421464,79.874311093486
544.2350203629271,0.003750061405725965,79.82987097006661
555.8922306812275,0.003805703118338594,80.08009052732152
567.7991319369378,0.003920675929301883,80.48432921216954
579.9610723705468,0.004017176871286561,80.51525296074462
592.383514778869,0.004103254470328228,80.64258279637311
605.0720389687805,0.004161294686076761,81.09780386827974
618.0323442635009,0.004250722257954663,80.86806896172703
631.2702520625768,0.004360734513806628,81.39798649776259
644.791708456679,0.004451002282781146,81.38647791446095
658.6027868984215,0.004503369760598701,81.45497331899249
672.7096909303867,0.004620104535975655,81.84084139114886
687.1187569715719,0.004717226600300884,81.78323649561864
701.8364571635318,0.004819213621495973,82.26752741501079
716.8694022774847,0.004938350016147243,81.90118615364101
732.2243446836735,0.005026696503783175,82.25187148690256
747.9081813843421,0.005118194281719881,82.19833231037516
763.9279571116773,0.005205763445371496,82.70511946750233
780.290867492091,0.005325908227655168,82.249708324789
797.004262278297,0.005466388848979196,82.92269890258788
814.0756486506131,0.00559047010678499,82.76010299714929
831.5126945889645,0.005707331060756206,82.99875078930093
849.3232323171252,0.005814730830275617,83.32713809659764
867.5152618207356,0.005902847334483655,83.31216989617876
886.0969544406555,0.006036597939697056,83.07582857188376
905.0766565433113,0.006173733524068441,83.41490587812865
924.4628932696336,0.006279046333235842,83.39532683711357
944.2643723643124,0.006473945541980073,83.95261307618469
964.4899880870739,0.00659429048183487,83.5045844654
985.1488252077163,0.006704599320316212,83.84164208445669
1006.250163086735,0.006894639870449474,83.91034692878078
1027.803479843355,0.007038476770507176,83.68721729382401
1049.818456612814,0.007163191493113311,84.08897848194493
1072.304981894866,0.007309366466946552,84.21788279531228
1095.273155995412,0.007472333285555406,84.39007874779145
1118.733295563266,0.007623156673383685,84.17030209596146
1142.695938224099,0.007798523409903664,84.32521981647108
1167.171847313637,0.007915399904370481,84.59125898104975
1192.172016712258,0.008111841199410729,84.66609134304088
1217.707675783115,0.008292837510923105,84.54326089832382
1243.790294416048,0.008489702240706356,84.46827874515536
1270.431588179542,0.008614122682551042,84.66237797314071
1297.643523583014,0.008791348085656629,84.63229704477442
1325.438323451828,0.008985312884252507,84.83974704163147
1353.828472417455,0.009180332594999167,84.85319894638326
1382.826722525193,0.00937970760430012,85.03583465798326
1412.446098962038,0.009555225786156895,84.90053500424764
1442.699905907216,0.009771097465588975,85.15170735363226
1473.601732508043,0.009965237568519733,84.99907487068722
1505.165458983793,0.01020623313074181,85.25423689159544
1537.405262860281,0.01035033396538209,85.160949882181
1570.335625338007,0.01056633518659759,85.26973299797965
1603.971337796716,0.01082753621463104,85.07995189148699
1638.327508439235,0.01102565199824147,85.44515472077387
1673.419569077666,0.01130542366534187,85.28796283925749
1709.263282064918,0.01149708779306793,85.39700520152209
1745.874747374691,0.01174269961325512,85.33008893865242
1783.270409833135,0.01194989663297741,85.39513989824769
1821.467066505405,0.01223786069746918,85.41638254879194
1860.481874240405,0.01245405817917754,85.61666460976346
1900.332357377163,0.01270376117466858,85.43716712645187
1941.03641561628,0.01300156470704302,85.70760094697599
1982.612332059933,0.01323115724662892,85.65177248755911
2025.078781424159,0.01355066307673111,85.67072561420184
2068.454838426975,0.0137975483182931,85.75154018131374
2112.759986356212,0.0141530724552639,85.64353788864099
2158.014125820852,0.01439530883420396,85.58334933944434
2204.237583689811,0.0146879577901309,85.63924740783034
2251.451122222194,0.01503477053476587,85.85196498478635
2299.675948393094,0.01530925451162682,85.71089169679719
2348.933723419184,0.01565323789303152,85.74080375133428
2399.246572488303,0.01601118973728043,85.81113790395582
2450.637094697454,0.01635474973930752,85.83274355651977
2503.128373203692,0.01676030916767329,85.73739054636273
2556.743985592407,0.01703388955239579,85.72906935090106
2611.508014467701,0.01746939273752043,85.7848778781505
2667.445058269619,0.0178519130136164,85.7663185479698
2724.580242323056,0.01819450044332673,85.6988894150312
2782.939230123342,0.01864102250965633,85.78653663541486
2842.548234863546,0.01902429581447291,85.79576486404062
2903.434031208703,0.01937508573780246,85.7412916606995
2965.623967322229,0.01984857080785226,85.77915854191413
3029.145977149923,0.02029047002184484,85.79332355679918
3094.028592967117,0.02071693630005231,85.81254082704044
3160.300958194555,0.02119863817227611,85.75992227329702
3227.992840488783,0.0216471191802105,85.77493469495217
3297.134645112921,0.02214594647515863,85.72018572731673
3367.757428593864,0.0226302925772055,85.68112894604826
3439.892912671974,0.02316481744296644,85.66587509532356
3513.573498549581,0.02363380900537478,85.7757712315078
3588.832281444676,0.02413869971279391,85.70868346514253
3665.703065456351,0.02468293780262172,85.67167458425507
3744.220378748634,0.02525955919767162,85.73373145299684
3824.419489059534,0.0257467739101008,85.70769766158634
3906.336419542335,0.02636911938027492,85.67713996032371
3990.007964946156,0.02695721772965541,85.64524964976745
4075.471708143087,0.027546718806379,85.53093887426341
4162.766037009369,0.02818346814432478,85.6406214165072
4251.930161668121,0.02873842019791629,85.60016018115994
4343.004132101412,0.0294025869397205,85.4991784317609
4436.028856139559,0.03009788345969341,85.44426904123098
4531.046117835777,0.03069930633375645,85.41960982573171
4628.098596234379,0.03141809180560969,85.46615206328178
4727.229884540964,0.03208363965678284,85.41436011381583
4828.484509703277,0.03285703006794604,85.42136916604653
4931.907952411419,0.03360530648899213,85.35252162984992
5037.546667526489,0.03431809866595245,85.37207244511163
5145.448104946764,0.03508951910583542,85.26130715179141
5255.660730920867,0.03590374762185786,85.24652281686686
5368.234049817411,0.03669349098048483,85.22250990477897
5483.218626360933,0.03752800285606067,85.25616349982853
5600.666108344157,0.03844384570404668,85.09613135000176
5720.629249826698,0.03931408028611508,85.11822179333615
5843.161934830659,0.04022052847567208,85.01590749415431
5968.31920154383,0.04119941349567897,84.99989166850992
6096.157267041259,0.0421373349213851,84.95289058205034
6226.733552536361,0.04317076295632725,84.95646004077331
6360.106709172869,0.04419235082051923,84.88351199363893
6496.336644369291,0.04522742847365412,84.80194128862342
6635.484548727598,0.04635938889979419,84.77699870123807
6777.612923518275,0.04754365743886351,84.71158080861959
6922.78560875415,0.04868146157567719,84.61679732516103
7071.067811865488,0.04987661104497026,84.5467475651468
7222.526136989285,0.05117030830774055,84.4914382923514
7377.228614885992,0.0523404596243037,84.41004850354408
7535.244733496967,0.05368062484707712,84.31392941152102
7696.645469156483,0.05500420797224412,84.2764479173816
7861.503318472251,0.05645268336820205,84.20002211099552
8029.89233088887,0.05793473850454878,84.16908077263939
8201.888141948706,0.05944625537674161,84.07754943069895
8377.568007265194,0.06097046082780699,84.00426983793166
8557.010837223905,0.06259613385200179,83.8918601612468
8740.297232426808,0.0642900453210179,83.78227110080508
8927.509519895782,0.06605936454525342,83.6673100875927
9118.731790051532,0.06779653747176419,83.59051427108551
9314.049934484652,0.0697176557010762,83.47017619508898
9513.551684535661,0.07163677969552239,83.40283894454444
9717.326650701387,0.07371931906193339,83.31772945656128
9925.466362885505,0.07584829120515992,83.13909006951008
10138.06431151113,0.07797860345518647,83.02060864042274
10355.21598951402,0.08023764808460875,82.88869123872628
10577.01893523534,0.08273079655887264,82.75140966446924
10803.57277623305,0.08523685029074059,82.60230032729291
11034.97927403182,0.08788013924320909,82.42552546753573
11271.34236983131,0.09069815272869666,82.26531401470946
11512.76823119371,0.09365862837049997,82.06371374487638
11759.3652997311,0.0967329217868452,81.90441544230299
12011.24433981434,0.09994771677945716,81.67270844080697
12268.5184883253,0.1033175578987382,81.47178911723503
12531.3033054747,0.1070035162063421,81.26190657417112
12799.71682670847,0.1108364160570284,80.98094233310012
13073.87961572586,0.1148724922123193,80.70699409147029
13353.91481863329,0.1192952638076877,80.43998286541674
13639.94821925805,0.1238432164017549,80.15304365223642
13932.10829564673,0.1288630330485772,79.83036194583194
14230.526277774,0.1341695141117591,79.45710015867114
14535.33620648734,0.1398400981612796,79.07476694718775
14846.67499371431,0.1459719909829933,78.66989348865957
15164.68248395956,0.1525978231913759,78.23587299647414
15489.50151711896,0.1597133498232943,77.74356866007466
15821.27799263921,0.1674965460337337,77.19884801514394
16160.16093505169,0.176014183808482,76.58672032244696
16506.30256091006,0.1853512877575574,75.97934318474779
16859.85834716162,0.1955749829975005,75.2519922362992
17220.98710098302,0.2069299670588113,74.45067496701976
17589.85103111202,0.2194865217363303,73.51975707912035
17966.615820707,0.2336689176543776,72.52217531139009
18351.45070176709,0.2494653560058242,71.35000323018868
18744.52853114634,0.267394796130309,70.03933382083937
19146.02586819613,0.2877988038740646,68.51641352953555
19556.12305407065,0.3113270821094832,66.732706285624
19975.00429273085,0.3385369199725057,64.64474733413704
20402.85773368371,0.370318850065375,62.13918180012311
20839.87555649364,0.4078017025895356,59.10793123781615
21286.25405710405,0.4519002478715243,55.40213405864471
21742.1937360078,0.5040084989242987,50.76070454046101
22207.89938830645,0.5648301822726425,44.93477690489831
22683.58019569833,0.6327616778204896,37.55771761251256
23169.44982043686,0.7030132256209435,28.32524204401112
23665.72650130175,0.762972464509289,17.22778646774222
24172.63315162553,0.7962918346073067,4.764812454275173
24690.39745941987,0.791479112500998,-7.939098725084591
25219.25198964647,0.7522511384110396,-19.73428762001956
25759.43428867878,0.6927631423861458,-29.90814876685444
26311.18699100093,0.6271485808145248,-38.3067852083426
26874.75792819219,0.5641316336435598,-45.12190718647565
27450.400240246,0.5070571154660547,-50.64446053838259
28038.37248927307,0.4569201492298391,-55.15161460754602
28638.93877564026,0.4136229683618834,-58.84894539704315
29252.36885659674,0.3761485423196637,-61.89760874699837
29878.93826744147,0.3439061646460385,-64.46172681162321
30518.92844528567,0.3159583404565784,-66.63020172953249
31172.62685546631,0.2915775714758604,-68.490902090565
31840.32712066748,0.2703755882197831,-70.08894602196453
32522.32915280724,0.251628713796009,-71.46567360568699
33218.93928774943,0.234988999871023,-72.67055694799579
33930.47042290118,0.2203077615760762,-73.76837143472432
34657.24215775735,0.2069018864027188,-74.69599656733551
35399.58093745563,0.195265973306994,-75.58798860376181
36157.8201994062,0.1842162385643763,-76.31397046996962
36932.30052306253,0.1743177401282158,-77.0065871254322
37723.36978289979,0.1654028257047944,-77.58148588785254
38531.38330467035,0.1572408870730121,-78.12167920902537
39356.70402500563,0.1496016716757604,-78.72025583684221
40199.70265443721,0.1426560480132919,-79.19680884186846
41060.75784390931,0.1362898074807766,-79.56138498801506
41940.25635485791,0.1300974908104222,-79.99904818170798
42838.59323293314,0.1246207975594468,-80.37200342265238
43756.17198544241,0.119288418282942,-80.644433936186
44693.40476259428,0.1144697051850134,-81.04416755790956
45650.71254262483,0.1099080451028377,-81.29719559210483
46628.5253208889,0.1055191323763489,-81.62366258743185
47627.28230300184,0.1015536594207344,-81.83750104209901
48647.43210211794,0.09766851123793657,-82.10764824943541
49689.43294043497,0.09397315190880925,-82.30956774284977
50753.75285501438,0.09059998724768094,-82.57672685685318
51840.86990801002,0.0873252086196695,-82.76061253471389
52951.27240140039,0.08415852735590482,-83.0006364420326
54085.4590963197,0.08116477468009811,-83.14951619987553
55243.93943708728,0.07833895047320989,-83.26166383274013
56427.23378003521,0.07558130764411626,-83.43808258852556
57635.87362723792,0.07305262291792707,-83.58265264500636
58870.40186524752,0.07051024796630082,-83.74073320844005
60131.37300894284,0.06811203451322444,-83.85805796725683
61419.35345060204,0.06582425811625964,-84.08985864944499
62734.92171430973,0.06358733676319898,-84.1557648532492
64078.66871581318,0.06145276485014751,-84.28610436782481
65451.19802794535,0.05924728548537672,-84.41586487802999
66853.12615173226,0.05737474679282741,-84.59883854656925
68285.08279330778,0.05542608415845642,-84.66369095129301
69747.7111467595,0.05346972870596116,-84.78067821291256
71241.66818303343,0.0516799031837302,-84.77434356416875
72767.62494502655,0.0499091670735108,-85.08138828065846
74326.26684899985,0.04816923167547858,-85.0865062987576
75918.29399244821,0.04642948855893934,-85.29506822119674
77544.42146856396,0.04479373145912605,-85.51770986858962
79205.37968743649,0.04318450028539679,-85.52172937989158
80901.91470413134,0.04154518140780933,-85.66409443979425
82634.78855379723,0.04010333414404717,-85.76346513502125
84404.77959395046,0.03870288687918436,-85.90923772673358
86212.6828540905,0.03718511799812549,-85.94071221064291
88059.31039280516,0.03576483077363909,-85.88982221148336
89945.49166252385,0.03436015035506921,-86.03757745369441
91872.07388208374,0.03291503663425684,-86.13322946343393
93839.92241727677,0.03170078022155669,-86.11656292867602
95849.921169547,0.03035320413843531,-86.36559010664499
97902.97297301404,0.02903420539079297,-86.62306595486992
100000.0000000001,0.02784675437464699,-86.58742194681776
102141.9441752439,0.02661648704590107,-86.74552433651527
104329.7675989865,0.02529332925152329,-86.48086779750139
106564.4529791185,0.02414659799643054,-86.93569698266771
108847.0040725852,0.02293710066663113,-86.84349313212354
111178.4461362454,0.0218761596753894,-87.19025097788261
113559.8263873875,0.02056274081843976,-87.00480608388281
115992.2144741091,0.01948551637024648,-87.26569308865811
118476.7029557737,0.01842305189897263,-87.01135603518702
121014.407793756,0.01724237145913813,-87.47882954354588
123606.4688527002,0.01607428942838903,-88.14490544204051
126254.0504125152,0.0150700744955783,-87.6933122761084
128958.3416913357,0.01389300246495469,-88.08085393898205
131720.5573796843,0.01294549887027718,-88.68278591375875
134541.9381860772,0.01179630079089394,-88.02982722482906
137423.7513943141,0.01077811106715618,-88.42832537498339
140367.2914327064,0.00976473771317699,-88.58268697481526
143373.8804554968,0.008822487597765242,-88.98795791696472
146444.8689367344,0.007637706938596452,-89.603690536651
149581.6362768685,0.006693261658545402,-89.63072077440165
152785.5914223353,0.005651585393122227,-89.09375775176494
156058.1734984179,0.00464311156729146,-90.05539272389035
159400.8524556592,0.003657156898599825,-91.25233264293411
162815.1297301225,0.002581837041995332,-92.8826617040036
166302.5389177926,0.001475614599612669,-92.98732495037564
169864.6464634249,0.0004113866070362975,-123.6823968264887
173503.052364147,0.000583274639698273,112.6838654220279
177219.3908881311,0.001545268529653129,96.07116364733918
181015.3313086621,0.002637487213353393,96.8341565889607
184892.5786539266,0.003657888290183967,96.92090723257799
188852.8744728625,0.004665336999401793,93.82247294185275
192897.9976174146,0.005738861592411869,93.75720095177971
197029.7650415427,0.007020928959688148,93.77478801989935
201250.0326173468,0.007873793671289766,92.45785035022178
205560.6959686705,0.00898846998834874,92.5566718834541
209963.6913225622,0.01017968519731344,91.92530116076421
214460.996378973,0.01103792613539389,92.00806060899444
219054.6311990823,0.0123332734188083,91.35214157831831
223746.6591126531,0.01322408607732702,91.956443407981
228539.1876448194,0.01431552487288909,91.41000443901432
233434.3694627272,0.01528691165769033,91.71635853840678
238434.4033424515,0.01640716370999802,91.19232259939204
243541.5351566226,0.0175658473493622,90.96484731756809
248758.0588832095,0.01854924617702336,90.66327941700035
